26.25	14.02
27.07	15.01
28.32	16.14
29.45	17.84
30.02	18.97
30.02	18.26
30.02	18.55
31.15	19.40
32.56	20.84
32	21.72
31.43	21.83
32.85	21.72
34.26	21.58
33.98	21.44
33.7	20.78
33.7	19.91
34.55	18.77
34.83	17.50
34.26	16.48
34.55	15.18
39.64	14.07
46.72	12.91
48.14	12.12
49.55	12.57
58.05	15.29
58.9	18.01
58.05	19.28
56.63	19.09
54.65	17.50
51.82	15.21
47.57	12.83
42.76	10.31
39.08	8.21
35.11	6.65
31.43	5.95
31.43	6.40
32.28	10.08
31.71	12.97
30.87	14.05
30.02	14.10
29.17	13.65
28.6	13.20
28.32	12.35
28.88	11.30
29.45	10.51
29.17	10.00
29.17	10.48
29.17	12.43
30.02	15.04
29.73	17.22
29.45	18.32
29.17	18.80
33.7	19.00
38.23	20.44
43.89	22.03
55.22	23.81
69.38	26.82
80.7	33.41
86.08	43.61
88.07	56.07
86.65	59.47
86.65	59.75
87.5	56.35
86.93	50.97
85.52	46.16
83.25	45.31
79.85	47.29
75.89	52.10
73.62	57.48
74.47	59.75
81.55	59.18
87.22	56.35
87.22	51.82
86.37	48.14
83.25	45.02
79.29	43.89
76.46	42.48
79.29	40.78
82.12	39.36
84.95	39.93
82.12	40.49
79.29	42.76
77.3	45.31
76.74	46.44
77.3	45.31
79	44.46
79.29	42.48
77.59	39.64
74.47	37.10
71.08	33.41
66.83	29.17
62.3	26.36
57.48	24.07
52.67	21.83
47.29	19.60
42.76	17.33
39.64	15.06
36.53	13.03
33.13	11.10
30.02	9.49
27.86	8.81
24.98	9.51
22.37	10.93
20.02	11.92
18.29	11.86
17.24	11.02
16.79	9.83
16.51	8.44
16.23	7.19
15.46	6.23
14.22	5.55
12.63	5.01
11.04	4.33
10.14	5.47
12.35	14.95
14.89	18.15
18.12	18.69
22.37	18.52
26.39	18.38
29.45	18.89
31.71	18.04
33.13	17.33
33.41	16.45
32.85	15.60
31.71	14.81
30.3	14.02
28.6	12.80
27.1	11.47
25.29	10.05
23.5	8.72
21.58	7.45
19.43	6.43
17.3	5.55
17.22	6.03
23.84	11.47
27.44	14.92
32.56	16.99
36.53	19.82
38.23	20.39
39.08	18.12
39.36	13.93
39.08	12.46
37.94	11.02
36.25	10.17
33.98	9.77
31.15	9.32
28.6	8.72
25.88	7.99
23.28	7.25
20.84	6.57
18.58	6.20
16.96	6.14
15.72	6.29
15.32	6.74
30.58	15.91
41.91	26.39
49.27	36.53
59.47	43.04
71.08	46.16
79.29	47.29
82.12	46.44
81.84	45.31
79.85	43.61
77.02	41.91
73.34	39.64
69.09	36.81
65.41	36.25
62.01	33.70
59.18	31.15
56.35	28.88
52.95	26.36
49.84	23.45
47.29	21.18
44.46	19.17
41.91	17.41
41.06	16.08
41.34	15.77
39.64	15.66
37.66	15.46
35.68	15.12
33.7	14.72
31.71	14.07
30.3	13.34
29.17	12.60
28.09	12.15
26.93	11.69
25.66	11.24
24.47	10.73
23.25	10.11
21.97	9.43
20.93	8.92
20.84	9.15
20.27	9.63
19.68	10.22
19.11	10.51
18.66	10.62
18.86	10.87
23.9	12.63
25.63	14.95
27.13	16.76
35.11	19.17
43.89	23.50
51.54	29.73
57.77	35.40
62.3	42.76
66.26	46.44
68.53	49.55
69.94	50.97
70.23	50.40
69.94	48.70
70.51	47.01
69.94	45.02
68.81	43.04
67.39	40.49
65.7	37.94
64	35.11
61.45	31.43
59.18	28.32
56.35	25.68
52.95	23.16
49.55	21.44
46.16	19.99
42.76	18.72
40.49	17.64
38.23	16.62
35.96	15.55
33.98	14.61
32.28	13.96
30.58	13.51
28.88	13.00
27.44	12.40
26.05	11.92
24.78	11.38
23.56	10.79
22.46	10.22
21.55	9.68
20.59	9.23
19.54	8.78
18.52	8.35
17.58	7.93
16.68	7.53
15.72	7.16
14.87	6.85
16.06	7.11
25.8	10.08
29.17	13.82
30.58	16.40
32.28	17.90
33.98	19.17
36.25	19.65
38.79	19.85
41.34	20.16
43.32	20.76
43.89	21.55
43.61	22.00
43.89	22.06
43.32	21.97
42.19	21.61
41.91	21.15
41.34	20.70
44.74	20.81
52.1	22.48
55.5	25.74
71.36	33.41
77.87	41.63
81.55	50.40
89.76	61.73
95.14	69.38
97.69	73.91
99.39	75.89
99.11	75.04
97.98	72.49
96.56	68.24
94.3	63.43
93.73	59.75
99.11	58.90
101.66	59.18
98.54	60.88
94.3	61.45
90.61	60.60
88.07	59.47
86.93	58.62
85.23	57.48
82.69	56.35
79.29	53.80
76.17	50.97
72.21	46.72
70.51	44.17
67.96	41.06
64.85	37.66
61.45	34.26
58.05	30.58
54.65	27.10
52.39	24.64
49.27	23.08
45.59	22.20
42.19	21.24
39.93	20.13
37.94	19.17
35.96	18.07
33.7	16.91
31.71	15.55
30.02	14.19
28.6	12.71
26.79	11.47
25	10.56
23.11	9.66
21.18	8.83
19.57	8.24
17.84	7.79
16.2	7.39
14.58	6.88
13.22	6.46
11.89	6.00
10.73	5.55
9.71	5.15
8.75	4.70
7.93	4.28
7.19	3.91
6.51	3.51
5.97	3.23
6.14	3.28
6.65	4.08
6.31	4.67
6.14	4.90
6.09	4.67
6.03	4.30
5.86	3.91
5.64	3.77
5.32	4.56
5.13	5.86
5.21	6.85
5.61	7.48
6.12	7.79
6.65	7.67
7.45	7.42
7.79	7.31
7.87	6.91
7.87	6.17
8.01	5.83
8.52	6.29
11.47	7.67
15.09	10.65
16.51	12.94
17.75	14.22
18.92	14.07
19.96	12.80
20.73	11.41
20.87	10.31
20.39	9.37
19.31	8.66
17.81	8.04
16.08	7.50
14.33	6.97
12.63	6.46
11.13	6.00
9.83	5.52
8.72	4.96
7.79	4.30
6.94	3.71
6.06	3.34
5.35	2.92
4.79	2.52
4.3	2.12
3.82	1.78
3.4	1.47
3	1.27
2.69	1.08
3.26	0.99
3.54	1.50
2.66	1.59
2.32	1.36
2.21	1.10
2.21	1.05
2.07	0.93
2.24	0.88
2.94	0.85
2.61	1.47
2.24	1.61
2.12	1.42
2.15	1.30
2.15	1.10
2.07	0.93
1.95	0.79
1.81	0.68
1.67	0.57
1.56	0.51
1.42	0.48
1.33	0.45
1.22	0.40
1.13	0.37
1.08	0.34
1.02	0.34
0.96	0.28
0.96	0.25
0.88	0.23
0.85	0.23
0.79	0.28
0.91	0.28
0.93	0.28
0.85	0.31
0.82	0.34
0.88	0.31
0.85	0.42
0.76	1.61
0.74	2.35
0.79	1.84
1.08	1.16
1.59	0.85
2.61	0.68
3.57	0.54
4.45	0.48
4.08	0.51
3.71	0.45
2.97	0.40
2.35	0.34
2.1	0.27
2.12	0.24
2.21	0.24
1.87	0.23
1.59	0.22
1.39	0.23
1.22	0.21
1.25	0.21
1.53	0.88
1.25	1.95
0.99	1.36
1.02	1.05
1.22	0.82
1.25	0.74
1.22	0.68
1.27	0.91
1.25	0.85
1.53	2.18
2.18	3.23
2.01	3.23
5.15	3.45
4.33	3.94
4.02	3.45
4.36	2.72
4.67	2.07
4.67	1.50
4.79	1.25
20.19	9.66
31.15	19.82
58.05	36.53
93.45	58.62
111	73.91
127.14	85.80
151.5	96.84
169.05	101.94
172.73	100.81
167.07	94.86
158.86	87.22
147.25	79.57
134.51	73.62
123.18	70.23
115.53	70.23
109.3	68.24
120.35	71.08
141.58	75.04
139.89	75.32
135.64	79.85
142.43	80.70
146.96	77.02
148.66	73.62
144.7	68.81
137.05	63.71
128.28	60.03
118.65	56.63
114.4	57.20
107.89	59.47
121.2	73.62
139.32	90.61
139.89	96.28
135.64	91.75
132.81	84.38
134.22	79.29
132.24	73.91
134.22	69.66
127.43	64.00
117.8	57.48
108.17	51.25
99.96	46.16
91.75	42.48
84.38	39.08
77.3	35.68
70.79	31.15
65.7	28.60
61.45	26.39
57.48	24.47
53.24	23.19
53.24	23.08
59.47	23.50
57.48	23.50
61.73	23.22
62.3	22.80
60.31	22.20
56.63	21.35
51.82	20.42
47.01	19.45
42.48	18.49
39.93	17.56
37.38	16.40
34.83	15.40
32.28	14.27
30.3	13.25
28.32	12.60
26.36	12.12
24.32	11.72
22.8	11.44
21.29	10.90
19.74	10.42
18.41	9.91
17.13	9.34
15.94	8.66
14.75	8.21
13.54	7.90
12.37	7.36
11.36	6.80
10.42	6.26
9.54	6.03
8.75	5.52
8.01	5.15
7.36	4.90
6.82	4.59
6.34	4.30
5.89	4.19
5.47	3.99
5.07	3.85
4.73	3.79
4.45	3.65
4.16	3.48
3.99	3.23
3.96	3.14
4.36	3.57
4.3	3.79
4.25	3.91
4.33	3.91
4.42	3.82
4.5	3.79
4.45	3.68
4.39	3.57
4.22	3.31
4.11	3.09
4.28	3.40
4.64	4.28
4.84	4.79
5.13	4.90
5.55	5.07
7.62	6.46
9.63	7.50
10.68	7.84
11.78	7.96
12.66	7.93
13.45	7.84
14.19	7.79
14.81	8.41
15.4	9.17
16	9.94
16.48	10.56
16.79	10.87
17.22	11.21
17.58	11.30
17.73	11.33
17.78	11.27
17.78	11.04
17.64	10.65
17.44	10.25
17.16	9.74
16.82	9.29
16.42	8.86
15.97	8.44
15.43	7.99
14.87	7.62
14.33	7.39
13.71	7.16
12.97	7.05
13.48	7.93
15.38	9.17
15.72	10.19
16.06	11.10
16.65	11.24
17.44	11.36
18.41	11.36
19.34	11.19
20.19	10.99
20.87	10.79
21.21	10.85
21.24	10.85
20.93	10.76
20.47	10.70
19.85	10.68
19.23	10.62
18.55	10.53
18.01	10.25
17.5	10.02
18.38	10.48
20.13	12.01
19.74	13.68
19.94	14.07
20.47	14.10
21.29	13.96
22.2	13.34
22.91	12.91
23.36	12.20
23.59	11.84
23.36	11.61
22.99	11.19
22.43	11.02
21.63	10.87
20.64	10.70
19.79	10.53
19.85	10.51
19.74	10.62
19.11	10.59
18.49	10.59
18.43	10.45
19.77	11.02
20.02	11.58
19.99	11.67
20.08	11.64
20.25	11.61
20.53	11.47
21.04	11.36
21.21	11.27
21.21	11.19
21.01	10.87
20.7	10.62
20.25	10.45
19.68	10.31
18.94	10.05
18.12	9.88
17.39	9.57
16.71	9.09
16.14	8.72
15.83	8.50
15.23	8.24
14.87	8.27
15.04	8.81
14.78	9.15
14.7	9.29
17.58	10.42
19.48	11.67
19.82	12.12
20.44	12.26
21.27	12.43
22.23	12.91
23.11	14.19
23.81	14.81
24.41	15.66
24.72	16.17
24.98	16.23
25.15	16.17
25.17	15.91
25.09	15.40
24.72	14.53
24.15	13.31
24.55	12.12
28.12	13.00
28.2	13.85
27.84	14.13
27.61	14.13
27.5	13.99
27.55	13.54
30.02	13.22
31.15	14.13
31.15	14.50
30.87	14.75
31.71	15.35
39.64	19.40
47.57	22.65
50.4	24.83
53.52	27.18
54.37	28.20
56.07	29.17
58.62	29.73
57.48	30.30
55.5	30.30
53.24	30.02
51.54	29.17
52.1	28.09
52.67	27.01
51.54	26.11
49.27	25.15
46.44	24.18
43.89	22.96
42.19	21.44
41.06	20.50
39.64	18.38
37.66	17.08
35.4	15.80
32.85	14.61
30.58	13.34
28.32	12.12
26.11	11.04
23.76	9.97
21.44	8.89
19.03	7.87
16.76	6.97
14.53	5.95
12.32	5.38
10.39	4.67
8.75	4.16
7.59	3.74
6.54	3.40
5.61	3.14
4.9	2.83
4.45	2.49
7.59	4.30
13.59	11.04
16.68	14.30
19.06	15.72
20.81	15.91
21.89	14.92
22.26	12.91
21.92	10.65
21.04	9.32
19.51	8.55
17.64	8.01
15.89	7.02
13.99	8.27
12.15	9.94
11.21	10.19
12.12	9.88
12.52	11.16
12.49	12.23
12.57	13.03
13.28	13.22
14.24	13.11
15.57	12.88
17.05	12.32
18.26	11.24
18.89	10.19
19.14	9.37
18.8	10.22
18.92	12.23
18.83	15.06
23.93	19.82
29.73	24.66
31.15	30.30
34.83	33.98
39.64	35.68
46.16	36.25
50.12	35.11
51.54	33.41
50.4	31.15
48.42	28.32
45.02	25.03
41.91	22.20
39.64	19.40
36.81	16.45
33.7	13.42
30.3	10.79
26.87	8.92
23.05	7.33
19.14	6.12
15.43	5.04
11.98	4.13
9.4	3.48
7.76	3.26
6.46	3.26
5.72	3.17
6.43	3.62
7.02	4.50
6.31	5.07
6.65	5.04
8.81	4.70
17.13	4.19
27.75	4.84
22.82	4.90
17.9	4.84
17.41	4.81
16.51	4.73
14.24	4.62
12.12	4.76
10.53	4.62
9.51	5.32
10.22	6.48
9.83	6.88
9.17	7.53
8.92	7.90
9.12	7.99
9.49	7.93
9.46	7.79
10.11	7.39
11.86	6.74
10.82	6.09
9.57	5.32
8.18	4.56
6.82	3.96
5.55	3.54
4.5	3.23
3.74	3.03
3.26	2.86
9.68	2.94
20.95	3.82
18.55	4.28
16.23	4.47
13.54	4.56
10.85	4.47
9.12	4.22
11.75	4.25
11.89	4.76
13.65	4.93
17.81	4.87
16.34	4.70
14.44	4.53
12.4	4.33
10.79	3.91
9	3.68
7.45	3.77
6.77	3.91
6.74	4.13
7.19	4.36
6.57	4.42
5.58	4.47
4.96	4.42
8.01	5.41
16.59	7.14
23.16	8.13
21.61	8.16
20.61	7.87
19.62	7.79
18.29	9.37
16.91	10.85
16.06	11.78
15.74	11.78
15.63	11.27
15.38	10.08
14.67	8.75
13.45	7.28
11.72	6.09
9.77	5.13
7.93	4.45
6.4	3.85
5.24	3.34
4.16	2.86
3.4	2.55
3.28	2.46
11.95	6.85
31.43	13.76
33.98	16.54
38.79	18.12
41.63	19.40
42.76	20.13
41.34	19.88
39.93	20.93
38.23	20.98
36.81	20.67
35.4	19.40
33.7	18.24
32.28	16.93
30.87	15.63
29.45	14.61
27.72	13.39
26.19	12.20
24.35	11.10
22.48	10.25
20.53	9.57
18.63	9.03
17.16	8.55
23.28	11.27
52.95	21.78
107.32	40.49
160.56	59.18
178.4	97.98
183.49	119.50
185.19	127.43
183.49	128.28
177.55	126.29
169.33	118.36
159.99	107.60
150.36	97.41
140.17	88.07
129.97	79.57
119.78	72.21
110.15	65.13
101.66	58.90
93.45	52.10
89.76	46.16
87.5	44.46
81.55	41.63
75.32	39.36
70.23	37.38
65.41	35.68
60.6	32.28
56.92	29.45
53.24	26.70
49.84	24.07
46.16	22.00
42.76	20.33
40.78	18.92
38.51	17.10
36.25	15.77
33.7	14.44
31.43	13.28
29.17	12.09
26.93	11.07
24.66	10.19
22.57	9.51
20.59	8.92
18.72	8.47
17.1	7.87
15.52	7.45
14.02	6.99
12.8	6.51
11.84	6.03
16.4	8.86
25.09	12.88
25.54	14.78
26.31	16.20
27.04	16.76
28.29	16.91
30.3	16.99
33.41	20.81
36.25	22.23
39.36	21.92
40.21	21.83
40.21	22.00
39.93	22.00
39.64	22.06
39.64	22.09
40.49	21.92
40.49	20.98
40.21	21.07
40.21	21.10
40.21	20.67
39.93	20.64
39.36	20.56
39.08	19.48
38.23	18.32
38.23	18.38
39.36	18.55
39.93	18.55
45.87	19.77
52.39	23.28
54.09	26.11
55.78	27.72
58.9	28.88
62.3	31.71
64.56	32.28
65.98	33.98
66.26	37.10
65.13	41.91
64	45.31
67.96	48.14
70.23	49.55
69.66	49.27
